"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Umbilical hernia with gangrene"	"K42.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified abdominal hernia without obstruction or gangrene"	"K45.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other vascular disorders of intestine"	"K55.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic active hepatitis, not elsewhere classified"	"K73.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary biliary cirrhosis"	"K74.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Biliary cyst"	"K83.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pilonidal cyst without abscess"	"L05.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Stage II decubitus ulcer"	"L89.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Scar conditions and fibrosis of skin"	"L90.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other granulomatous disorders of skin and subcutaneous tissue"	"L92.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Staphylococcal arthritis and polyarthritis"	"M00.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other infective bursitis"	"M71.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hyperostosis of skull"	"M85.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic prostatitis"	"N41.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of penis, unspecified"	"N48.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other female intestinal-genital tract fistulae"	"N82.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Noninflammatory disorder of cervix uteri, unspecified"	"N88.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Infections of the genital tract in pregnancy"	"O23.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Fetal blood loss, unspecified"	"P50.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital anaemia from fetal blood loss"	"P61.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Syndrome of infant of mother with gestational diabetes"	"P70.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of spinal cord, unspecified"	"Q06.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pulmonary valve stenosis"	"Q22.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified congenital malformations of respiratory system"	"Q34.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of intestine, unspecified"	"Q43.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of digestive system, unspecified"	"Q45.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Medullary cystic kidney"	"Q61.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of bladder and urethra"	"Q64.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chondroectodermal dysplasia"	"Q77.6"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Fragile X chromosome"	"Q99.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Laboratory evidence of human immunodeficiency virus [HIV]"	"R75"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in collision with other pedal cycle, driver injured in traffic accident"	"V11.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"	"V19.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident"	"V19.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist [any] injured in unspecified nontraffic accident"	"V19.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"	"V23.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider injured in noncollision transport accident, unspecified motorcycle rider injured in nontraffic accident"	"V28.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in collision with pedestrian or animal, passenger injured in traffic accident"	"V40.6"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"	"V49.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van injured in traffic accident"	"V54.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, unspecified occupant of heavy transport vehicle injured in traffic accident"	"V63.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V64.6"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bus occupant [any] injured in unspecified traffic accident"	"V79.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus"	"V80.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis"	"V92.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V93.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Person on ground injured in air transport accident"	"V97.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other fall on same level due to collision with, or pushing by, another person"	"W03"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Foreign body or object entering through skin"	"W45"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Exposure to excessive heat of man-made origin"	"W92"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with hot household appliances"	"X15"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with venomous snakes and lizards"	"X20"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Contact with unspecified venomous animal or plant"	"X29"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Iron preparations and other anti-hypochromic-anaemia preparations"	"Y44.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other nonsteroidal anti-inflammatory drugs [NSAID]"	"Y45.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Local anaesthetics"	"Y48.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"During kidney dialysis or other perfusion"	"Y60.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Aspiration of fluid"	"Y84.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of other and unspecified transport accidents"	"Y85.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use"	"Y88.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of legal intervention"	"Y89.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Salmonella infection, unspecified"	"A02.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tuberculosis of other specified organs"	"A18.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other mycobacterial infections"	"A31.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Listeriosis, unspecified"	"A32.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other tetanus"	"A35"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pulmonary actinomycosis"	"A42.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Haemophilus influenzae infection, unspecified"	"A49.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mycoplasma infection, unspecified"	"A49.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cardiovascular syphilis"	"A52.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Latent syphilis, unspecified as early or late"	"A53.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dengue fever [classical dengue]"	"A90"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Varicella encephalitis"	"B01.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Zoster meningitis"	"B02.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute hepatitis E"	"B17.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified viral hepatitis hepatic with coma"	"B19.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Parvovirus infection, unspecified"	"B34.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Candidal endocarditis"	"B37.6"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Toxoplasmosis, unspecified"	"B58.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Scabies"	"B86"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"External lower lip - Malignant neoplasms"	"C00.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of palate - Malignant neoplasms"	"C05.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"	"C09.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Upper third of oesophagus - Malignant neoplasms"	"C15.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Splenic flexure - Malignant neoplasms"	"C18.5"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cloacogenic zone - Malignant neoplasms"	"C21.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of biliary tract - Malignant neoplasms"	"C24.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Upper respiratory tract, part unspecified - Malignant neoplasms"	"C39.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Peripheral nerves of lower limb, including hip - Malignant neoplasms"	"C47.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of connective and soft tissue - Malignant neoplasms"	"C49.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Fundus uteri - Malignant neoplasms"	"C54.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spinal meninges - Malignant neoplasms"	"C70.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Carotid body - Malignant neoplasms"	"C75.4"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of other and ill-defined sites - Malignant neoplasms"	"C76.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intrathoracic lymph nodes - Malignant neoplasms"	"C77.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other types of follicular non-Hodgkin's lymphoma - Malignant neoplasms"	"C82.7"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mast cell leukaemia - Malignant neoplasms"	"C94.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute myelofibrosis - Malignant neoplasms"	"C94.5"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malignant mast cell tumour - Malignant neoplasms"	"C96.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Oesophagus - In situ neoplasms"	"D00.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intraductal carcinoma in situ - In situ neoplasms"	"D05.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Prostate - In situ neoplasms"	"D07.5"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Parotid gland - Benign neoplasms"	"D11.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Caecum - Benign neoplasms"	"D12.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ascending colon - Benign neoplasms"	"D12.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sigmoid colon - Benign neoplasms"	"D12.5"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Oesophagus - Benign neoplasms"	"D13.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bronchus and lung - Benign neoplasms"	"D14.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ciliary body - Benign neoplasms"	"D31.4"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Benign neoplasm of thyroid gland"	"D34"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Appendix - Uncertain neoplasms"	"D37.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Placenta - Uncertain neoplasms"	"D39.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other male genital organs - Uncertain neoplasms"	"D40.7"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Urinary organ, unspecified - Uncertain neoplasms"	"D41.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thyroid gland - Uncertain neoplasms"	"D44.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary factor IX deficiency"	"D67"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Wiskott-Aldrich syndrome"	"D82.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Immunodeficiency following hereditary defective response to"	"D82.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other hypoglycaemia"	"E16.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other disorders of pituitary gland"	"E23.6"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Endocrine disorder, unspecified"	"E34.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vitamin deficiency, unspecified"	"E56.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Iron deficiency"	"E61.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Defects in glycoprotein degradation"	"E77.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cystic fibrosis with intestinal manifestations"	"E84.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other vascular dementia"	"F01.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other delirium"	"F05.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder"	"F11.7"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder"	"F12.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Panic disorder [episodic paroxysmal anxiety]"	"F41.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Somatoform autonomic dysfunction"	"F45.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neurotic disorder, unspecified"	"F48.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other eating disorders"	"F50.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other drug-induced secondary parkinsonism"	"G21.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute and subacute haemorrhagic leukoencephalitis [Hurst]"	"G36.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute disseminated demyelination, unspecified"	"G36.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"	"G40.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other epilepsy"	"G40.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cranial nerve disorder, unspecified"	"G52.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Inflammatory polyneuropathy, unspecified"	"G61.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Glaucoma, unspecified"	"H40.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Purulent endophthalmitis"	"H44.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Suppurative otitis media, unspecified"	"H66.4"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hearing loss, unspecified"	"H91.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pulmonary valve insufficiency"	"I37.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bifascicular block"	"I45.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Paroxysmal tachycardia, unspecified"	"I47.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Atherosclerosis of other arteries"	"I70.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Naevus, non-neoplastic"	"I78.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute nasopharyngitis [common cold]"	"J00"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute maxillary sinusitis"	"J01.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic sphenoidal sinusitis"	"J32.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other chronic diseases of tonsils and adenoids"	"J35.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pneumoconiosis due to talc dust"	"J62.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic periodontitis"	"K05.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disease of tongue, unspecified"	"K14.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Gastric ulcer, acute with perforation"	"K25.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Duodenal ulcer, chronic without haemorrhage or perforation"	"K26.7"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other acute gastritis"	"K29.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Crohn's disease of small intestine"	"K50.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ulcerative (chronic) enterocolitis"	"K51.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic persistent hepatitis, not elsewhere classified"	"K73.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other acute pancreatitis"	"K85.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other pemphigus"	"L10.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hidradenitis suppurativa"	"L73.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other secondary arthrosis"	"M19.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Recurrent dislocation and subluxation of joint"	"M24.4"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Osteophyte"	"M25.7"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other idiopathic scoliosis"	"M41.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Torticollis"	"M43.6"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Deforming dorsopathy, unspecified"	"M43.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified spondylopathies"	"M48.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other dorsalgia"	"M54.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Synovitis and tenosynovitis, unspecified"	"M65.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Olecranon bursitis"	"M70.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bursopathy, unspecified"	"M71.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Localized osteoporosis [Lequesne]"	"M81.6"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonunion of fracture [pseudarthrosis]"	"M84.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other acute renal failure"	"N17.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cyst of kidney, acquired"	"N28.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Interstitial cystitis (chronic)"	"N30.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Orchitis, epididymitis and epididymo-orchitis with abscess"	"N45.0"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Orchitis, epididymitis and epididymo-orchitis without abscess"	"N45.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Balanoposthitis"	"N48.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Female pelvic peritoneal adhesions"	"N73.6"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Endometriosis, unspecified"	"N80.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified abnormal uterine and vaginal bleeding"	"N93.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malnutrition in pregnancy"	"O25"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Morbidly adherent placenta"	"O43.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Placenta praevia with haemorrhage"	"O44.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rupture of uterus during labour"	"O71.1"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by other abnormalities of membranes"	"P02.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by delivery by vacuum extractor [ventouse]"	"P03.3"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pneumonia due to Pseudomonas"	"P23.5"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pneumonia due to other organisms"	"P23.8"	3	316128839	Unreliable	0.0%
	"2013"	"2013"	"Massive pulmonary haemorrhage originating in the perinatal period"	"P26.1"	3	316128839	Unreliable	0.0%
